"group_number","group_number","same_volume"
26870,15362,t
26879,27338,t
26893,3551,t
26897,17458,t
26899,18370,t
26903,18130,t
26904,7570,t
26931,24749,t
26943,19676,t
26957,12752,t
27000,14969,t
27038,26040,t
26971,16863,t
27011,20548,t
27013,19974,t
27017,7700,t
27041,10007,t
27071,4576,t
27071,21948,t
27086,5934,t
27100,8846,t
27101,6562,t
27101,28726,t
27112,7881,t
27112,28115,t
27123,12721,t
27153,22583,t
27153,29480,t
27162,22686,t
27169,242,t
27175,20956,t
27175,30946,t
27206,7580,t
27206,24720,t
27217,637,t
27223,18280,t
27226,26674,t
27266,20330,t
27269,4166,t
27269,18330,t
27271,3376,t
27271,26267,t
27277,3799,t
27298,23869,t
27312,10685,t
27312,30754,t
27314,7384,t
27324,21355,t
27330,23307,t
27334,4397,t
27334,6316,t
27337,27429,t
27338,26879,t
27341,13629,t
27341,30964,t
27366,1437,t
27369,14040,t
27369,17310,t
27373,1294,t
27373,2060,t
27401,13447,t
27406,22023,t
27418,26140,t
27422,6712,t
29863,10408,t
29863,10481,t
27429,27337,t
27468,25200,t
27483,5397,t
27483,30740,t
27522,25374,t
27533,6943,t
27533,25529,t
27534,30489,t
27540,6265,t
27540,13518,t
27567,3468,t
27615,26575,t
27629,23769,t
27633,18141,t
27650,14221,t
27656,1676,t
27656,7425,t
27658,4399,t
27658,8924,t
27661,22336,t
27668,17874,t
27668,26196,t
27669,2600,t
27691,26114,t
27692,27583,t
27728,27026,t
27738,5962,t
27742,13525,t
27765,24075,t
27767,14471,t
27770,7998,t
27771,28939,t
27772,4078,t
27775,3773,t
27775,25103,t
27776,13332,t
27783,11871,t
27801,21575,t
27808,17133,t
27835,4188,t
27846,8777,t
27852,5747,t
27861,25877,t
27869,19857,t
27869,30852,t
27881,4068,t
27887,5098,t
27896,7959,t
27898,18324,t
27912,18401,t
27928,17503,t
28100,16871,t
27962,17742,t
27953,5307,t
27957,2362,t
27957,28751,t
27970,16304,t
28006,7045,t
27988,12433,t
27991,24258,t
27994,21774,t
28010,29907,t
28013,3853,t
28136,7588,t
28137,9979,t
28137,23641,t
28021,1014,t
28025,12276,t
28110,26506,t
28080,26618,t
28090,6220,t
28104,6690,t
28115,27112,t
28173,16737,t
28196,12786,t
28199,12324,t
28213,26648,t
28223,6097,t
28223,13597,t
28256,24241,t
28259,240,t
28262,6281,t
28279,7663,t
28298,10717,t
28325,9221,t
28328,23830,t
28350,26396,t
28375,21532,t
28375,29261,t
28378,7783,t
28384,29726,t
28409,4254,t
28411,21669,t
28422,22026,t
28422,19308,t
28426,29651,t
28433,22266,t
28436,4823,t
28444,2016,t
28445,5165,t
28446,6839,t
28448,30677,t
28486,29894,t
28497,6211,t
28497,25609,t
28512,2808,t
28512,17897,t
28515,17801,t
28527,26250,t
28533,16997,t
28537,18969,t
28632,5960,t
28633,6495,t
28551,21794,t
28581,10498,t
28585,22446,t
28585,26190,t
28592,20336,t
28592,21599,t
28593,19142,t
28593,22583,t
28598,4698,t
28606,3356,t
28616,23963,t
28617,13196,t
28618,11817,t
28622,19134,t
30171,19033,t
28665,24695,t
28669,8960,t
28669,18172,t
28671,10008,t
28671,10719,t
28672,19132,t
28685,7841,t
28770,11354,t
28726,20813,t
28726,27101,t
28743,14010,t
28745,4874,t
28751,27957,t
28753,3634,t
28769,9658,t
28790,12697,t
28794,11952,t
28809,6879,t
28809,13077,t
28882,4646,t
28924,30370,t
28832,7214,t
28853,10691,t
28925,13145,t
28925,21211,t
28865,30403,t
28876,12485,t
28876,12554,t
28894,11953,t
28896,18667,t
28923,13102,t
28927,11106,t
28932,29249,t
28933,13024,t
28933,26503,t
28939,27771,t
28941,14567,t
28941,14568,t
28944,19025,t
28951,14245,t
28955,6276,t
28955,6340,t
28961,29147,t
28980,12454,t
28981,7846,t
28988,23225,t
29025,1488,t
29003,18918,t
29011,12052,t
29016,3293,t
29020,30337,t
29024,4014,t
29028,13635,t
29037,7508,t
29038,25111,t
29091,21673,t
29062,16807,t
29065,7597,t
29072,10406,t
29085,3559,t
29108,21057,t
29123,1680,t
29146,22879,t
29147,28961,t
29160,244,t
29160,307,t
29163,8929,t
29167,30848,t
29185,16948,t
29185,29714,t
29216,5417,t
29216,6931,t
29279,3713,t
29279,4866,t
29238,21319,t
29245,20189,t
29245,22419,t
29249,11343,t
29249,28932,t
29261,21532,t
29261,28375,t
29267,13382,t
29268,23684,t
29284,14934,t
29287,20279,t
29287,25986,t
29289,25863,t
29309,21738,t
29311,24172,t
29328,6837,t
29337,29998,t
29339,25109,t
29351,16554,t
29363,26299,t
29365,22568,t
29365,23924,t
29367,20802,t
29379,7278,t
29381,21012,t
29418,20927,t
29418,23113,t
29417,18905,t
29427,29709,t
29453,21650,t
29454,1327,t
29460,16770,t
29460,29639,t
29464,23523,t
29476,26521,t
29479,21537,t
29480,27153,t
29483,21740,t
29483,23146,t
29509,25900,t
29524,23016,t
29531,7078,t
29531,7101,t
29532,18934,t
29532,25584,t
29535,21754,t
29542,14570,t
29542,26801,t
29543,13537,t
29547,11754,t
29551,24197,t
29552,8470,t
29557,9878,t
29569,5791,t
29586,1869,t
29607,25450,t
29611,21746,t
29611,25232,t
29616,8140,t
29619,1841,t
29619,12308,t
29635,3300,t
29635,10794,t
29639,29460,t
29639,29943,t
29651,28426,t
29654,18730,t
29654,30682,t
29666,26354,t
29669,6624,t
29669,6652,t
29674,10950,t
29681,10821,t
29690,5219,t
29771,28518,t
29709,24259,t
29709,29427,t
29719,8861,t
29726,28384,t
29747,24672,t
29749,7071,t
29749,25798,t
29797,2100,t
29797,2227,t
29800,15247,t
29808,20413,t
29815,22191,t
29823,23500,t
29823,23995,t
29829,6078,t
29831,4842,t
29831,5976,t
29864,6620,t
29832,3429,t
29834,917,t
29834,916,t
29847,3735,t
29856,829,t
29856,961,t
29877,30922,t
29882,18911,t
29882,30528,t
29892,819,t
29894,28486,t
29899,5081,t
29907,12637,t
29907,28010,t
29910,1197,t
29921,3886,t
29921,5672,t
29943,29639,t
29950,22239,t
29967,13631,t
29969,9854,t
29987,12608,t
29994,469,t
29994,4988,t
29998,29337,t
30003,18734,t
30004,2306,t
30004,30410,t
30006,27729,t
30027,25440,t
30053,1618,t
30069,18003,t
30102,25006,t
30111,5016,t
30113,4157,t
30116,6884,t
30121,7822,t
30133,13393,t
30147,7088,t
30152,1295,t
30152,24883,t
30155,9923,t
30160,3281,t
30161,18825,t
30166,24663,t
30169,12651,t
30214,3356,t
30214,20642,t
30198,11351,t
30205,23591,t
30207,20927,t
30207,24273,t
30220,23102,t
30224,7540,t
30232,21436,t
30239,30461,t
30251,749,t
30260,1943,t
30260,24197,t
30264,13468,t
30300,17903,t
30311,10794,t
30315,5521,t
30315,13256,t
30327,1249,t
30327,21702,t
30329,22462,t
30365,918,t
30337,29020,t
30344,18516,t
30355,25525,t
30403,22773,t
30403,28865,t
30410,8976,t
30410,30004,t
30416,12250,t
30429,16327,t
30450,16582,t
30457,3678,t
30457,3761,t
30461,26300,t
30461,30239,t
30467,6821,t
30479,10495,t
30489,27534,t
30522,10696,t
30528,29882,t
30533,3584,t
30534,7099,t
30542,10397,t
30560,18209,t
30564,22533,t
30674,4672,t
30607,8999,t
30612,7355,t
30613,14901,t
30622,23532,t
30644,12809,t
30647,13546,t
30668,14593,t
30668,17139,t
30677,24746,t
30677,28448,t
30682,19263,t
30682,29654,t
30684,3232,t
30690,8428,t
30690,10993,t
30716,13859,t
30723,5140,t
30737,20125,t
30740,5610,t
30740,27483,t
30745,18515,t
30749,26321,t
30751,19740,t
30754,27312,t
30755,9777,t
30759,1322,t
30759,7161,t
30791,3799,t
30794,11004,t
30804,12296,t
30804,18650,t
30808,19132,t
30823,5332,t
30825,16567,t
30825,21085,t
30841,7946,t
30848,29167,t
30852,27869,t
30854,20734,t
30854,26577,t
30857,23593,t
30857,19396,t
30840,6035,t
30840,29999,t
30868,10338,t
30873,24182,t
30873,31035,t
30877,13641,t
30877,21315,t
30890,25234,t
30908,15476,t
30921,3314,t
30922,4835,t
30922,29877,t
30941,26344,t
30946,26404,t
30946,27175,t
30947,3773,t
30950,1172,t
30961,25446,t
30964,27341,t
30966,24665,t
30971,14151,t
30977,20346,t
30979,8692,t
31004,1265,t
31012,4166,t
31035,30873,t
31042,19159,t
