arterycode,match_on_case,artery_type,location,direction,sideofint
23860,1,1,EDITH DR S/B N OF MONTGOMERY AVE,Southbound,N
23863,1,1,GLENGROVE AVE W/B E OF WESTGROVE CRES,Westbound,E
23864,1,1,SENECA HILL DR W/B E OF DON MILLS RD,Westbound,E
23865,1,1,SENECA HILL DR W/B E OF HOBART DR,Westbound,E
23866,1,1,KINGSLAKE RD W/B E OF SENECA HILL DR,Westbound,E
23867,1,1,HAVEN RD N/B S OF PLAYFAIR AVE,Northbound,S
23868,1,1,MOUNT PLEASANT RD N/B S OF DAWLISH AVE,Northbound,S
23869,1,1,GLENGROVE AVE E/B W OF MONA RD,Eastbound,W
23870,1,1,KINGSLAKE RD E/B E OF SENECA HILL DR,Eastbound,E
23871,1,1,HAVEN RD S/B S OF PLAYFAIR AVE,Southbound,S
23872,1,1,SENECA HILL DR E/B E OF HOBART DR,Eastbound,E
23873,1,1,SENECA HILL DR E/B E OF DON MILLS RD,Eastbound,E
23874,6,2,COLLEGE VIEW AVE AT ELMSTHORPE AVE SOUTH INT,,
23875,6,2,DUNDAS ST W AT EAST MALL CRES (PX 915),,
23876,1,1,JANE ST S/B S OF ANNETTE ST,Southbound,S
23877,8,2,# 1654 QUEEN ST E & LCBO DRIVEWAY,,
23878,1,1,PHARMACY AVE S/B N OF DENTON AVE,Southbound,N
23879,2,1,PHARMACY AVE S/B N OF TEESDALE PL,Southbound,N
23880,1,1,PHARMACY AVE N/B S OF DOLPHIN DRIVE,Northbound,S
23881,1,1,PHARMACY AVE S/B N OF DOLPHIN DRIVE,Southbound,N
23882,1,1,PHARMACY AVE N/B S OF ST CLAIR AVE,Northbound,S
23883,1,1,PHARMACY AVE N/B S OF COMSTOCK RD,Northbound,S
23884,1,1,PHARMACY AVE S/B N OF COMSTOCK RD,Southbound,N
23885,2,1,PHARMACY AVE N/B S OF EGLINTON AVE,Northbound,S
23886,1,1,PHARMACY AVE S/B N OF EGLINTON AVE,Southbound,N
23887,1,1,PHARMACY AVE N/B S OF ASHTONBEE RD,Northbound,S
23888,1,1,PHARMACY AVE S/B N OF ASHTONBEE RD,Southbound,N
23889,1,1,PHARMACY AVE N/B S OF SURREY AVE,Northbound,S
23890,1,1,PHARMACY AVE S/B N OF INNISWOOD DRIVE,Southbound,N
23891,1,1,PHARMACY AVE S/B N OF LAWRENCE AVE,Southbound,N
23892,1,1,PHARMACY AVE N/B S OF BRIAN AVE,Northbound,S
23893,1,1,PHARMACY AVE S/B N OF BRIAN AVE,Southbound,N
23894,1,1,PHARMACY AVE S/B N OF DEWEY DR,Southbound,N
23895,1,1,PHARMACY AVE N/B S OF SHEPPARD AVE,Northbound,S
23896,2,1,PHARMACY AVE S/B N OF SHEPPARD AVE,Southbound,N
23897,1,1,PHARMACY AVE N/B S OF HUNTINGWOOD DR,Northbound,S
23898,1,1,PHARMACY AVE N/B S OF ROSSCOWAN GT,Northbound,S
23899,5,1,PHARMACY AVE S/B N OF # 2300 PHARMACY AVE SOUTH DRWY,Southbound,N
23900,3,1,PHARMACY AVE N/B S OF COLLINGSBROOK BLVD,Northbound,S
23901,1,1,PHARMACY AVE N/B S OF PINEMEADOW BLVD,Northbound,S
23902,1,1,PHARMACY AVE S/B N OF FINCH AVE,Southbound,N
23903,1,1,PHARMACY AVE N/B S OF HUNTINGDALE BLVD,Northbound,S
23905,1,1,PHARMACY AVE S/B N OF CHESTER LE BLVD S,Southbound,N
23906,1,1,PHARMACY AVE N/B S OF BEVERLY GLEN BLVD,Northbound,S
23907,1,1,PHARMACY AVE S/B N OF CHESTER LE BLVD N,Southbound,N
23908,2,1,BAYVIEW AVE S/B N OF # 2130 SALVATION ARMY DR,Southbound,N
23909,11,1,PHARMACY AVE N/B N OF STEELES AVE,Northbound,N
23910,11,1,PHARMACY AVE S/B N OF STEELES AVE,Southbound,N
23911,2,1,PHARMACY AVE N/B S OF EGLINTON SQ MALL,Northbound,S
23912,2,1,PHARMACY AVE S/B N OF EGLINTON SQ MALL,Southbound,N
23913,1,1,KEELE ST N/B S OF ROGERS RD,Northbound,S
23915,2,1,TRETHEWEY DR N/B S OF YORE RD,Northbound,S
23916,1,1,TRETHEWEY DR S/B N OF YORE RD,Southbound,N
23918,1,1,KEELE ST S/B N OF ARROWSMITH AVE,Southbound,N
23919,1,1,KEELE ST S/B N OF DOVEHOUSE AVE,Southbound,N
23920,2,1,KEELE ST N/B S OF THE POND RD,Northbound,S
23921,1,1,KEELE ST S/B N OF THE POND RD,Southbound,N
23928,1,1,KEELE ST N/B S OF HIGHWAY 401 S TCS,Northbound,S
23929,1,1,KEELE ST S/B N OF HIGHWAY 401 S TCS,Southbound,N
23930,1,1,KEELE ST N/B S OF HIGHWAY 401 N TCS,Northbound,S
23931,1,1,KEELE ST S/B N OF HIGHWAY 401 N TCS,Southbound,N
23932,1,1,MIDLAND AVE N/B S OF KINGSTON RD,Northbound,S
23933,1,1,MIDLAND AVE N/B S OF VERDUN AVE,Northbound,S
23934,1,1,MIDLAND AVE S/B N OF VERDUN AVE,Southbound,N
23935,1,1,MIDLAND AVE N/B S OF LOCKIE AVE,Northbound,S
23936,1,1,MIDLAND AVE S/B N OF LOCKIE AVE,Southbound,N
23937,1,1,MIDLAND AVE N/B S OF BOARHILL DR,Northbound,S
23938,1,1,MIDLAND AVE S/B N OF BAYLAWN DR,Southbound,N
23939,1,1,CATHEDRAL BLUFFS DR N/B S OF KINGSTON RD,Northbound,S
23940,2,1,MCCOWAN RD S/B N OF KINGSTON RD,Southbound,N
23941,1,1,MCCOWAN RD N/B S OF EGLINTON AVE,Northbound,S
23942,1,1,MCCOWAN RD S/B N OF EGLINTON AVE,Southbound,N
23943,1,1,MCCOWAN RD N/B S OF KENHATCH BLVD,Northbound,S
23944,2,1,MCCOWAN RD S/B N OF KENHATCH BLVD,Southbound,N
23945,6,2,CHURCH AVE AT DORIS AVE (PX 1977),,
23946,6,2,ALDBURN RD AT GLENARDEN RD,,
23947,6,2,JANDA CRT AT QUEENS PLATE DR (PX 2054),,
23948,1,1,MCCOWAN RD N/B S OF HIGHWAY 401 N TCS,Northbound,S
23949,6,2,SHERWAY GT AT SHERWAY GARDENS ACCESS,,
23950,1,1,CROATIA ST W/B W OF DUFFERIN ST,Westbound,W
23951,1,1,ENDERBY RD N/B S OF GERRARD ST,Northbound,S
23952,1,1,MECHANIC AVE N/B S OF WYNDHAM ST,Northbound,S
23954,1,1,OLD DUNDAS ST W/B E OF VARSITY RD,Westbound,E
23955,1,1,REDPATH AVE N/B S OF ERSKINE AVE,Northbound,S
23956,1,1,WRIGHT AVE W/B E OF PARKSIDE DR,Westbound,E
23957,1,1,WRIGHT AVE W/B E OF INDIAN RD,Westbound,E
23958,1,1,WRIGHT AVE W/B E OF GLENDALE AVE,Westbound,E
23959,1,1,WRIGHT AVE W/B E OF SUNNYSIDE AVE,Westbound,E
23960,1,1,ENDERBY RD S/B S OF GERRARD ST,Southbound,S
23961,1,1,MECHANIC AVE S/B S OF WYNDHAM ST,Southbound,S
23962,1,1,CROATIA ST E/B W OF DUFFERIN ST,Eastbound,W
23963,1,1,REDPATH AVE S/B S OF ERSKINE AVE,Southbound,S
23964,1,1,OLD DUNDAS ST E/B E OF VARSITY RD,Eastbound,E
23965,1,1,WRIGHT AVE E/B W OF INDIAN RD,Eastbound,W
23966,1,1,WRIGHT AVE E/B W OF GLENDALE AVE,Eastbound,W
23967,1,1,WRIGHT AVE E/B W OF SUNNYSIDE AVE,Eastbound,W
23968,6,2,AVENUE RD AT ELWOOD BLVD,,
23970,6,2,GERRARD ST E AT NORWOOD RD,,
23972,6,2,LESLIE ST AT RIPPLETON RD,,
23973,6,2,MILNER AVE AT MURISON BLVD (PX 1942),,
23974,1,1,F G GARDINER EXPY W/B ON RAMP W OF BOOTH AVE,Westbound,W
23977,6,2,BAYVIEW AVE AT KILGOR RD & CNIB ENTRANCE (PX 1995),,
23978,6,2,EAST LIBERTY ST AT HANNA AVE & LIBERTY ST,,
23979,6,2,LANKIN BLVD AT PLAINS RD,,
23980,6,2,CEDARVALE AVE AT MILVERTON BLVD,,
23982,1,1,ALEXANDRA WOOD S/B S OF CORTLEIGH BLVD,Southbound,S
23983,1,1,ALEXANDRA WOOD N/B S OF CORLEIGH BLVD,Northbound,S
23984,1,1,F G GARDINER EXPY E/B W OF FREELAND ST,Eastbound,W
23985,1,1,F G GARDINER EXPY E/B W OF YORK ST,Eastbound,W
23986,1,1,F G GARDINER EXPY W/B E OF STRACHAN AVE,Westbound,E
23987,1,1,F G GARDINER EXPY E/B E OF STRACHAN AVE,Eastbound,E
23988,1,1,F G GARDINER EXPY W/B E OF NOVA SCOTIA AVE,Westbound,E
23989,1,1,F G GARDINER EXPY E/B W OF GARRISON RD,Eastbound,W
23990,1,1,F G GARDINER EXPY W/B E OF DUFFERIN ST,Westbound,E
23991,1,1,F G GARDINER EXPY W/B E OF COLBORNE LODGE DR,Westbound,E
23992,1,1,F G GARDINER EXPY E/B E OF COLBORNE LODGE DR,Eastbound,E
23993,2,1,F G GARDINER EXPY E/B E OF HUMBER RIVER,Eastbound,E
23995,1,1,RAMP LAKE SHORE BLVD TO F G GARDINER EXPY E/B,Northbound,S
23996,1,1,F G GARDINER EXPY W/B E OF PARK LAWN RD,Westbound,E
23997,1,1,F G GARDINER EXPY W/B W OF PARK LAWN RD,Westbound,W
23998,1,1,F G GARDINER EXPY E/B W OF PARK LAWN RD,Eastbound,W
23999,1,1,F G GARDINER EXPY W/B E OF GRAND AVE,Westbound,E
24000,1,1,F G GARDINER EXPY E/B E OF GRAND AVE,Eastbound,E
24001,1,1,F G GARDINER EXPY W/B E OF ROYAL YORK RD,Westbound,E
24002,1,1,F G GARDINER EXPY E/B E OF ROYAL YORK RD,Eastbound,E
24003,1,1,F G GARDINER EXPY W/B E OF ISLINGTON AVE,Westbound,E
24004,1,1,F G GARDINER EXPY E/B E OF ISLINGTON AVE,Eastbound,E
24005,1,1,F G GARDINER EXPY ( COLL) E/B W OF HORNER AVE,Eastbound,W
24006,1,1,F G GARDINER ( COLL) EXPY W/B E OF ZORRA ST,Westbound,E
24007,1,1,F G GARDINER (COLL) EXPY W/B E OF KIPLING AVE,Westbound,E
24008,1,1,F G GARDINER (CORE) EXPY W/B E OF KIPLING AVE,Westbound,E
24009,1,1,F G GARDINER (CORE) EXPY E/B E OF KIPLING AVE,Eastbound,E
24010,1,1,F G GARDINER (COLL) EXPY E/B E OF KIPLING AVE,Eastbound,E
24011,1,1,F G GARDINER EXPY W/B E OF ALGIE AVE,Westbound,E
24012,1,1,F G GARDINER EXPY E/B E OF ALGIE AVE,Eastbound,E
24014,1,1,CHERRY ST N/B N OF UNWIN AVE,Northbound,N
24015,1,1,CHERRY ST N/B S OF COMMISSIONERS ST,Northbound,S
24016,1,1,CHERRY ST S/B N OF POLSON ST,Southbound,N
24017,1,1,CHERRY ST N/B N OF VILLIERS ST,Northbound,N
24018,1,1,CHERRY ST S/B N OF VILLIERS ST,Southbound,N
24019,1,1,CHERRY ST S/B N OF UNWIN AVE,Southbound,N
24020,1,1,DONLANDS AVE N/B S OF WARLAND AVE,Northbound,S
24021,1,1,DONLANDS AVE S/B S OF WARLAND AVE,Southbound,S
24022,2,1,KINGSTON RD E/B E OF MASON RD,Eastbound,E
24023,2,1,PAPE AVE N/B N OF O CONNOR DR,Northbound,N
24024,1,1,PAPE AVE S/B N OF TORRENS AVE,Southbound,N
24025,1,1,PAPE AVE N/B N OF TORRENS AVE,Northbound,N
24026,2,1,KINGSTON RD W/B E OF MASON RD,Westbound,E
24027,1,1,ALDRIDGE AVE N/B S OF DANFORTH AVE,Northbound,S
24028,1,1,KENWOOD AVE N/B N OF MAPLEWOOD AVE,Northbound,N
24029,1,1,KENWOOD AVE N/B S OF MAPLEWOOD AVE,Northbound,S
24030,1,1,KENWOOD AVE N/B S OF LOUISE AVE,Northbound,S
24031,1,1,QUEEN ST E/B E OF RAINSFORD RD,Eastbound,E
24032,1,1,PLAINS RD W/B E OF NORTHBROOK RD,Westbound,E
24033,1,1,PLAINS RD W/B E OF DERWYN RD,Westbound,E
24034,1,1,PLAINS RD E/B E OF DURANT AVE,Eastbound,E
24035,1,1,STRATHMORE BLVD W/B E OF COXWELL AVE,Westbound,E
24036,1,1,WAYLAND AVE S/B N OF SWANWICK AVE,Southbound,N
24037,1,1,WAYLAND AVE S/B N OF LYALL AVE,Southbound,N
24039,1,1,NOB LN S/B S OF GREENBELT DR,Southbound,S
24040,1,1,NOB LN N/B S OF GREENBELT DR,Northbound,S
24041,1,1,SENLAC RD S/B S OF LURGAN DR,Southbound,S
24042,1,1,DALEMOUNT AVE S/B S OF VIEWMOUNT AVE,Southbound,S
24044,1,1,PRUE AVE W/B W OF DALEMOUNT AVE,Westbound,W
24045,1,1,PRUE AVE E/B W OF BATHURST ST,Eastbound,W
24046,1,1,DALEMOUNT AVE S/B S OF PRUE AVE,Southbound,S
24048,1,1,FOXRUN AVE E/B E OF GRAVENHURST AVE,Eastbound,E
24051,1,1,KENWOOD AVE S/B N OF MAPLEWOOD AVE,Southbound,N
24053,1,1,KENWOOD AVE S/B S OF MAPLEWOOD AVE,Southbound,S
24054,1,1,KENWOOD AVE S/B S OF LOUISE AVE,Southbound,S
24055,1,1,ALDRIDGE AVE S/B S OF DANFORTH AVE,Southbound,S
24056,1,1,PLAINS RD W/B E OF DURANT AVE,Westbound,E
24057,1,1,PLAINS RD E/B E OF DERWYN RD,Eastbound,E
24058,1,1,PLAINS RD E/B E OF NORTHBROOK RD,Eastbound,E
24060,1,1,RAEBURN AVE E/B W OF ARMOUR BLVD,Eastbound,W
24062,1,1,TALBOT RD N/B N OF GASLIGHT CRT,Northbound,N
24063,1,1,WILMINGTON AVE N/B S OF AMOS CRES,Northbound,S
24064,1,1,WILMINGTON AVE S/B N OF CLIFTON AVE,Southbound,N
24065,1,1,MOGUL DR S/B N OF MCNICOLL AVE,Southbound,N
24066,1,1,WILMINGTON AVE S/B N OF BRIGHTON AVE,Southbound,N
24067,1,1,SPADINA RD N/B S OF NEW HAVEN DR,Northbound,S
24068,1,1,SPADINA RD S/B S OF NEW HAVEN DR,Southbound,S
24070,1,1,FAIRLAWN AVE EB W OF GREER RD,Eastbound,W
24071,1,1,GLENGROVE AVE W/B E OF GLENCASTLE ST,Westbound,E
24072,1,1,YONGE BLVD S/B N OF HARLEY AVE,Southbound,N
24073,1,1,PATRICIA AVE E/B E OF CACTUS AVE,Eastbound,E
24075,1,1,WILMINGTON AVE N/B N OF CLIFTON AVE,Northbound,N
24076,1,1,GLEDHILL AVE S/B N OF LUMSDEN AVE,Southbound,N
24077,1,1,MOGUL DR N/B S OF MENTOR BLVD,Northbound,S
24078,1,1,GLENGROVE AVE E/B E OF GLENCASTLE ST,Eastbound,E
24079,6,2,CONNAUGHT CIR AT VAUGHAN RD & WYCHWOOD AVE,,
24080,1,1,THE WESTWAY E/B E OF SWEETLAND RD,Eastbound,E
24081,1,1,MOUTRAY ST E/B E OF MARGUERETTA ST,Eastbound,E
24082,1,1,MARTIN GROVE RD S/B N OF SEGELEY DR,Southbound,N
24084,2,1,MIDDLEFIELD RD N/B N OF RICHMOND PARK BLVD,Northbound,N
24086,2,1,ADANAC DR E/B E OF GRANARD BLVD,Eastbound,E
24087,1,1,BERTRAND AVE E/B W OF KENNEDY RD,Northbound,W
24088,1,1,BERTRAND AVE E/B W OF ROSEMOUNT DR,Eastbound,W
24089,1,1,CHARLOTTETOWN BLVD S S/B S OF ELKWOOD DR,Southbound,S
24090,1,1,CONFERENCE BLVD E/B E OF CHARLOTTETOWN BLVD,Eastbound,E
24091,1,1,DANFORTH RD E/B W OF LAUREL AVE,Eastbound,W
24092,1,1,DEAN PARK RD W/B W OF BRAYMORE BLVD,Westbound,W
24093,1,1,DEAN PARK RD W/B W OF KENSCOTT RD,Westbound,W
24094,1,1,DEAN PARK RD N/B N OF LOVEL AVE,Northbound,N
24095,1,1,DENTON AVE W/B W OF BYNG AVE,Westbound,W
24096,12,1,FARMBROOK RD N/B N OF CHESTERMERE BLVD,Northbound,N
24097,12,1,FARMBROOK RD E/B E OF CHEYENNE DR,Eastbound,E
24098,1,1,OLD KINGSTON RD W/B W OF MORRISH RD,Westbound,W
24099,2,1,SILVER SPRINGS BLVD N/B N OF PERTHSHIRE ST,Northbound,N
24100,1,1,SURREY AVE W/B W OF DROXFORD AVE,Westbound,W
24101,1,1,LN W OF JARVIS ST N/B N OF LOMBARD ST,Northbound,N
24102,1,1,PAPE AVE N/B N OF LOUVAIN AVE,Northbound,N
24103,1,1,VAUGHAN RD W/B  E OF PINEWOOD AVE,Westbound,E
24105,1,1,VAUGHAN RD W/B E OF CONNAUGHT CIR,Westbound,E
24106,1,1,#148 LANGLEY AVE W/B E OF HOWLAND RD,Westbound,E
24109,12,1,LN E OF VICTORIA ST S/B N OF LOMBARD ST,Southbound,N
24110,1,1,PAPE AVE S/B N OF LOUVAIN AVE,Southbound,N
24111,1,1,VAUGHAN RD E/B W OF WYCHWOOD AVE,Eastbound,W
24113,1,1,VAUGHAN AVE S/B N OF KENWOOD AVE,Southbound,N
24114,1,1,SCARLETT RD N/B S OF SAXONY CRES,Northbound,S
24115,1,1,SCARLETT RD S/B S OF SAXONY CRES,Southbound,S
24116,1,1,KINGSTON RD W/B E OF LAWSON RD BRIDGE TCS,Westbound,E
24117,1,1,BELFIELD RD W/B E OF KIPLING AVE,Westbound,E
24118,1,1,BELFIELD RD E/B W OF KIPLING AVE,Eastbound,W
24119,1,1,BELFIELD RD W/B E OF MARTIN GROVE RD,Westbound,E
24120,1,1,BELFIELD RD E/B W OF MARTIN GROVE RD,Eastbound,W
24121,1,1,BELFIELD RD W/B E OF HIGHWAY 27,Westbound,E
24122,1,1,BELFIELD RD E/B W OF HIGHWAY 27,Eastbound,W
24123,1,1,BELFIELD RD E/B E OF ATTWELL DR,Eastbound,E
24124,1,1,BELFIELD RD W/B E OF ATTWELL DR,Westbound,E
24125,1,1,CARLINGVIEW DR S/B N OF RENFORTH DR,Southbound,N
24126,12,1,CARLINGVIEW DR N/B S OF INTERNATIONAL BLVD,Northbound,S
24127,1,1,CARLINGVIEW DR S/B N OF DIXON RD,Southbound,N
24128,1,1,CARLINGVIEW DR N/B S OF DIXON RD,Northbound,S
24129,1,1,CARLINGVIEW DR S/B N OF DISCO RD,Southbound,N
24130,1,1,CARLINGVIEW DR N/B S OF DISCO RD,Northbound,S
24131,1,1,CHURCH ST N/B S OF FRONT ST,Northbound,S
24132,1,1,CHURCH ST N/B S OF KING ST,Northbound,S
24133,1,1,CHURCH ST S/B N OF CARLTON ST,Southbound,N
24134,1,1,CHURCH ST S/B N OF ALEXANDER ST,Southbound,N
24135,1,1,CHURCH ST N/B S OF ALEXANDER ST,Northbound,S
24137,1,1,CHURCH ST N/B S OF WELLESLEY ST,Northbound,S
24138,1,1,CHURCH ST S/B N OF ISABELLA ST,Southbound,N
24139,1,1,CHURCH ST N/B S OF ISABELLA ST,Northbound,S
24140,1,1,CHURCH ST S/B N OF CHARLES ST,Southbound,N
24141,1,1,CHURCH ST N/B S OF CHARLES ST,Northbound,S
24142,1,1,CHURCH ST S/B N OF BLOOR ST,Southbound,N
24143,1,1,CHURCH ST N/B S OF BLOOR ST,Northbound,S
24145,1,1,CHURCH ST W/B E OF PARK RD,Westbound,E
24147,1,1,CHURCH ST E/B W OF PARK RD,Eastbound,W
24148,1,1,DENISON RD E/B W OF WESTON RD,Eastbound,W
24149,2,1,DENISON RD W/B E OF WESTON RD,Westbound,E
24150,2,1,DENISON RD E/B W OF JANE ST,Eastbound,W
24152,1,1,DUFFERIN ST N/B S OF SAMOR RD,Northbound,S
24153,1,1,HORNER AVE N/B S OF EVANS AVE,Northbound,S
24154,1,1,HORNER AVE S/B S OF EVANS AVE,Southbound,S
24155,1,1,HORNER AVE E/B W OF KIPLING AVE,Eastbound,W
24156,1,1,HORNER AVE W/B E OF KIPLING AVE,Westbound,E
24157,1,1,HORNER AVE E/B W OF THIRTIETH ST,Eastbound,W
24158,1,1,HORNER AVE W/B E OF THIRTIETH ST,Westbound,E
24159,1,1,HORNER AVE E/B W OF BROWNS LINE,Eastbound,W
24160,1,1,HORNER AVE W/B E OF BROWNS LINE,Westbound,E
24161,1,1,TRETHEWEY DR W/B E OF JANE ST,Westbound,E
24162,1,1,TRETHEWEY DR E/B W OF TODD BAYLIS BLVD,Eastbound,W
24163,1,1,TRETHEWEY DR W/B E OF TODD BAYLIS BLVD,Westbound,E
24164,1,1,TRETHEWEY DR E/B W OF BLACK CREEK DR,Eastbound,W
24165,1,1,TRETHEWEY DR W/B E OF BLACK CREEK DR,Westbound,E
24166,1,1,TRETHEWEY DR E/B W OF CLEARVIEW HTS,Eastbound,W
24167,1,1,TRETHEWEY DR W/B E OF CLEARVIEW HTS,Westbound,E
24168,1,1,KENNEDY RD S/B N OF GLAMORGAN AVE,Southbound,N
24169,1,1,KIPLING AVE N/B N OF EVANS AVE,Northbound,N
24170,1,1,KIPLING AVE S/B N OF FGG EXPY,Southbound,N
24172,1,1,MEADOWVALE RD N/B N OF LAWRENCE AVE,Northbound,N
24173,1,1,MEADOWVALE RD S/B N OF LAWRENCE AVE,Southbound,N
24174,1,1,MEADOWVALE RD N/B S OF LAWSON RD,Northbound,S
24175,1,1,MEADOWVALE RD S/B S OF LAWSON RD,Southbound,S
24176,1,1,MEADOWVALE RD S/B N OF HIGHWAY 401 W/B OFF RAMP,Southbound,N
24177,1,1,MEADOWVALE RD N/B TO ZOO RD,Northbound,
24179,1,1,NORTH QUEEN ST E/B W OF KIPLING AVE,Eastbound,W
24180,1,1,NORTH QUEEN ST W/B E OF SHORNCLIFFE RD,Westbound,E
24181,6,2,BREMNER BLVD AT VAN DE WATER CRES EAST LEG (PX 1990),,
24182,1,1,NORTH QUEEN ST E/B W OF CHAMPION RD,Eastbound,W
24183,1,1,NORTH QUEEN ST W/B E OF THE EAST MALL,Westbound,E
24184,1,1,NORTH QUEEN ST E/B W OF THE EAST MALL,Eastbound,W
24185,6,2,HIGHWAY 401/427 RAMP AT RENFORTH DR,,
24186,3,1,NORTH QUEEN ST S/B N OF THE QUEENSWAY,Southbound,N
24187,6,2,HUMBER COLLEGE BLVD AT WINDWOOD DR,,
24188,6,2,MARKHAM RD AT HIGHWAY 401 N TCS,,
24189,2,1,PARLIAMENT ST N/B S OF MILL ST,Northbound,S
24191,2,1,PARLIAMENT ST S/B N OF MILL ST,Southbound,N
24192,2,1,PARLIAMENT ST N/B S OF FRONT ST,Northbound,S
24193,1,1,PARLIAMENT ST S/B N OF FRONT ST,Southbound,N
24194,6,2,HIGHWAY 401 EB ON RAMP AT YONGE ST,,
24196,8,2,THE QUEENSWAY AT 240M E OF THE EAST MALL (PX 1939),,
24197,6,2,HIGHWAY 401 SOUTH RAMP AT MARKHAM RD,,
24198,6,2,KING ST AT STANLEY TER,,
24200,6,2,SIGNAL HILL AVE AT STEELES AVE & 407 ETR OFFICE (PX 1980),,
24201,6,2,BIDFORD AVE AT WILSON AVE,,
24203,1,1,PARLIAMENT ST N/B S OF KING ST,Northbound,S
24205,1,1,PARLIAMENT ST N/B S OF WINCHESTER ST,Northbound,S
24206,1,1,PARLIAMENT ST S/B N OF WINCHESTER ST,Southbound,N
24207,1,1,PARLIAMENT ST N/B S OF WELLESLEY ST,Northbound,S
24208,1,1,PARLIAMENT  ST S/B N OF WELLESLEY ST,Southbound,N
24209,1,1,PARLIAMENT ST S/B S OF BLOOR ST,Southbound,S
24210,6,2,BETA ST AT HORNER AVE (PX 1957),,
24211,1,1,RATHBURN RD W/B W OF ISLINGTON AVE,Westbound,W
24212,1,1,RATHBURN RD E/B W OF ISLINGTON AVE,Eastbound,W
24213,6,2,HIGHWAY 401 NORTH RAMP AT MARKHAM RD,,
24214,1,1,RATHBURN RD E/B W OF KIPLING AVE,Eastbound,W
24215,6,2,SUNNYSIDE AVE AT THE QUEENSWAY,,
24217,1,1,RATHBURN RD W/B E OF MARTIN GROVE RD,Westbound,E
24218,1,1,RATHBURN RD E/B W OF MARTIN GROVE RD,Eastbound,W
24219,1,1,RATHBURN RD W/B E OF THE EAST MALL,Westbound,E
24220,1,1,RATHBURN RD E/B W OF THE EAST MALL,Eastbound,W
24221,1,1,RATHBURN RD W/B E OF THE WEST MALL,Westbound,E
24222,1,1,RATHBURN RD E/B W OF THE WEST MALL,Eastbound,W
24224,1,1,RATHBURN RD W/B E OF RENFORTH DR,Westbound,E
24225,1,1,RATHBURN RD E/B W OF RENFORTH DR,Eastbound,W
24226,1,1,SCARLETT RD S/B N OF DUNDAS ST,Southbound,N
24230,1,1,SCARLETT RD N/B S OF LAROSE AVE,Northbound,S
24231,1,1,SCARLETT RD S/B N OF LAROSE AVE,Southbound,N
24232,1,1,SCARLETT RD N/B S OF LAWRENCE AVE,Northbound,S
24235,1,1,PARLIAMENT ST S/B N OF LAKE SHORE BLVD,Southbound,N
24242,6,2,STANLEY TER AT WELLINGTON ST,,
24245,2,1,STANLEY TERRACE S/B S OF KING STREET W,Southbound,S
24246,1,1,BURTON RD W/B E OF VESTA DR,Westbound,E
24247,1,1,KILBARRY RD W/B E OF SPADINA AVE,Westbound,E
24248,1,1,KILBARRY RD E/B E OF SPADINA AVE,Eastbound,E
24249,1,1,BURTON RD E/B E OF VESTA DR,Eastbound,E
24250,1,1,ISLINGTON AVE N/B S OF BRADBROOK RD,Northbound,S
24251,1,1,ISLINGTON AVE S/B N OF BRADBROOK RD,Southbound,N
24252,6,2,BROCK AVE AT FLORENCE ST,,
24253,6,2,BARTLETT AVE AT SHANLEY ST,,
24254,6,2,CULFORD RD AT QUEENS DR,,
24255,6,2,LESLIE ST AT UNWIN AVE,,
24256,6,2,DUFFERIN ST AT FLORENCE ST,,
24258,1,1,ALEXANDRA WOOD N/B N OF LYTTON BLVD,Northbound,N
24259,1,1,ALEXANDRA WOOD N/B N OF GLENCAIRN AVE,Northbound,N
24260,1,1,BRIGHTON AVE W/B E OF SHAFTESBURY ST,Westbound,E
24261,1,1,COMBE AVE W/B W OF WILMINGTON AVE,Westbound,W
24262,1,1,WATERLOO AVE W/B W OF ELDER ST,Westbound,W
24263,1,1,WATERLOO AVE W/B W OF WILMINGTON AVE,Westbound,W
24264,1,1,BRIGHTON AVE E/B E OF WILMINGTON AVE,Eastbound,E
24265,1,1,COMBE AVE W/B W OF ELDER ST,Westbound,W
24266,1,1,SNAPDRAGON DR E/B E OF BONESET RD,Eastbound,E
24267,1,1,NORTHOVER AT S/B S OF SLATER CRT,Southbound,S
24268,1,1,MOORE AVE W/B W OF BRENDAN RD,Westbound,W
24269,1,1,MOORE AVE E/B W OF BRENDAN RD,Eastbound,W
24270,1,1,MOORE AVE W/B W OF ORCHARD GRN,Westbound,W
24271,1,1,CHURCH AVE E/B E OF KENNETH AVE,Eastbound,E
24272,1,1,FALKIRK ST N/B N OF HADDINGTON AVE,Northbound,N
24273,1,1,FALKIRK ST N/B N OF DUNBLAINE AVE,Northbound,N
24274,1,1,MEDALIST RD S/B S OF KNOLLWOOD ST,Southbound,S
24275,1,1,GLEN RUSH BLVE S/B S OF CARIBOU RD,Southbound,S
24276,1,1,EDMONTON DR N/B N OF ENDSLEIGH CRES,Northbound,N
24277,1,1,FALKIRK ST N/B N OF JOICEY BLVD,Northbound,N
24278,1,1,FALKIRK ST N/B N OF CARMICHAEL AVE,Northbound,N
24279,2,1,EDMONTON DR S/B N OF EDMONTON RD,Southbound,N
24280,1,1,GLENHOLME AVE S/B S OF EGLINTON AVE W,Southbound,S
24281,1,1,ROBINA AVE S/B N OF HOLLAND PARK AVE,Southbound,N
