arterycode,match_on_case,artery_type,location,direction,sideofint
398,1,1,EASTERN AVE W/B E OF WOODWARD AVE,Westbound,E
399,1,1,EASTERN AVE E/B W OF KNOX AVE,Eastbound,W
400,1,1,EASTERN AVE W/B E OF KNOX AVE,Westbound,E
401,1,1,EASTERN AVE E/B W OF LESLIE ST,Eastbound,W
402,1,1,EASTERN AVE W/B E OF LESLIE ST,Westbound,E
403,1,1,EASTERN AVE E/B W OF LOGAN AVE,Eastbound,W
404,1,1,EASTERN AVE W/B E OF LOGAN AVE,Westbound,E
405,12,1,EASTERN AVE N/B S OF QUEEN ST,Northbound,S
406,1,1,EASTERN AVE W/B E OF CHERRY ST,Westbound,E
407,1,1,EASTERN AVE E/B W OF WOODFIELD RD,Eastbound,W
408,1,1,EASTERN AVE W/B E OF WOODFIELD RD,Westbound,E
409,1,1,EGLINTON AVE E/B W OF CREDIT UNION,Eastbound,W
410,1,1,EGLINTON AVE W/B E OF CREDIT UNION,Westbound,E
411,1,1,EGLINTON SQ E/B E OF VICTORIA PARK AVE,Eastbound,E
412,1,1,EGLINTON SQ W/B E OF VICTORIA PARK AVE,Westbound,E
413,1,1,ELLESMERE RD E/B W OF BELLAMY RD,Eastbound,W
414,1,1,ELLESMERE RD E/B W OF DOLLY VARDEN BLVD,Eastbound,W
416,1,1,ELLESMERE RD E/B W OF BIRCHMOUNT RD,Eastbound,W
417,1,1,ELLESMERE RD W/B E OF BIRCHMOUNT RD,Westbound,E
418,1,1,ELLESMERE RD E/B W OF BOROUGH E APP,Eastbound,W
419,1,1,ELLESMERE RD W/B E OF BOROUGH E APP,Westbound,E
420,1,1,ELLESMERE RD E/B W OF BRIMLEY RD,Eastbound,W
421,1,1,ELLESMERE RD W/B E OF BRIMLEY RD,Westbound,E
422,1,1,ELLESMERE RD E/B W OF CONLINS RD,Eastbound,W
423,1,1,ELLESMERE RD W/B E OF CONLINS RD,Westbound,E
424,1,1,ELLESMERE RD W/B E OF DORMINGTON DR,Westbound,E
425,1,1,ELLESMERE RD E/B W OF GANDER DR,Eastbound,W
426,1,1,ELLESMERE RD W/B E OF HELICON GT,Westbound,E
427,2,1,ELLESMERE RD E/B W OF KENNEDY RD,Eastbound,W
428,1,1,ELLESMERE RD W/B E OF KENNEDY RD,Westbound,E
430,1,1,ELLESMERE RD E/B W OF KINGSTON RD,Eastbound,W
431,1,1,ELLESMERE RD W/B W OF KINGSTON RD,Westbound,W
432,1,1,ELLESMERE RD E/B W OF MARKHAM RD,Eastbound,W
433,1,1,ELLESMERE RD W/B E OF MARKHAM RD,Westbound,E
434,1,1,ELLESMERE RD E/B W OF MCCOWAN RD,Eastbound,W
435,1,1,ELLESMERE RD W/B E OF MCCOWAN RD,Westbound,E
436,1,1,ELLESMERE RD E/B W OF MIDLAND AVE,Eastbound,W
437,1,1,ELLESMERE RD W/B E OF MIDLAND AVE,Westbound,E
438,1,1,ELLESMERE RD W/B E OF MILITARY TRAIL E,Westbound,E
439,2,1,ELLESMERE RD W/B E OF MILITARY TRAIL W,Westbound,E
440,1,1,ELLESMERE RD E/B W OF MORNINGSIDE AVE,Eastbound,W
441,1,1,ELLESMERE RD W/B E OF MORNINGSIDE AVE,Westbound,E
442,2,1,ELLESMERE RD E/B W OF MORRISH RD,Eastbound,W
443,1,1,ELLESMERE RD W/B E OF MORRISH RD,Westbound,E
444,1,1,ELLESMERE RD E/B W OF NEILSON RD,Eastbound,W
445,1,1,ELLESMERE RD W/B E OF NEILSON RD,Westbound,E
446,1,1,ELLESMERE RD E/B W OF ORTON PARK RD,Eastbound,W
447,1,1,ELLESMERE RD W/B E OF PHARMACY AVE,Westbound,E
448,2,1,ELLESMERE RD E/B W OF SCARBOROUGH GOLF CLUB RD,Eastbound,W
449,1,1,ELLESMERE RD W/B E OF VICTORIA PK AVE,Westbound,E
450,1,1,ELLESMERE RD E/B W OF PRINCIPAL RD,Eastbound,W
451,1,1,ELLESMERE RD E/B W OF WARDEN AVE,Eastbound,W
452,1,1,ELLESMERE RD W/B E OF WARDEN AVE,Westbound,E
453,1,1,ELLESMERE RD W/B W OF WARDEN AVE,Westbound,W
454,1,1,FINCH AVE N/B S OF ALBION RD,Northbound,S
455,12,1,FINCH AVE S/B N OF ALBION RD,Southbound,N
456,1,1,FINCH AVE W/B E OF ALNESS ST,Westbound,E
457,1,1,FINCH AVE E/B W OF ARDWICK BLVD EAST,Eastbound,W
458,1,1,FINCH AVE E/B W OF ARDWICK BLVD WEST,Eastbound,W
459,1,1,FINCH AVE E/B W OF ARROW RD,Eastbound,W
460,1,1,FINCH AVE E/B W OF BATHURST ST,Eastbound,W
461,1,1,FINCH AVE W/B E OF BATHURST ST,Westbound,E
462,3,1,FINCH AVE E/B W OF CHAMPAGNE DR,Eastbound,W
463,3,1,FINCH AVE E/B W OF CHESSWOOD DR,Eastbound,W
464,3,1,FINCH AVE W/B E OF CHESSWOOD DR,Westbound,E
465,1,1,FINCH AVE E/B W OF DRIFTWOOD AVE,Eastbound,W
466,1,1,FINCH AVE W/B E OF DRIFTWOOD AVE,Westbound,E
467,1,1,FINCH AVE E/B W OF DUFFERIN ST,Eastbound,W
468,1,1,FINCH AVE W/B E OF DUFFERIN ST,Westbound,E
469,1,1,FINCH AVE W/B E OF DUNCANWOODS DR,Westbound,E
470,1,1,FINCH AVE E/B W OF ELANA DR,Eastbound,W
471,1,1,FINCH AVE E/B W OF GOLDFINCH CRT,Eastbound,W
472,1,1,FINCH AVE E/B W OF HUMBER COLLEGE BLVD,Eastbound,W
473,1,1,FINCH AVE W/B E OF HUMBER COLLEGE BLVD,Westbound,E
474,1,1,FINCH AVE E/B W OF HUMBERLINE DR,Eastbound,W
475,1,1,FINCH AVE W/B E OF HUMBERLINE DR,Westbound,E
476,1,1,FINCH AVE E/B W OF HIGHWAY 27,Eastbound,W
477,1,1,FINCH AVE W/B E OF HIGHWAY 27,Westbound,E
478,1,1,FINCH AVE E/B W OF HIGHWAY 400 E TCS,Eastbound,W
479,1,1,FINCH AVE W/B E OF HIGHWAY 400 E TCS,Westbound,E
480,1,1,FINCH AVE E/B W OF HIGHWAY 400 W TCS,Eastbound,W
481,1,1,FINCH AVE W/B E OF HIGHWAY 400 W TCS,Westbound,E
482,1,1,FINCH AVE E/B W OF HIGHWAY 427 E TCS,Eastbound,W
483,2,1,FINCH AVE W/B E OF HIGHWAY 427 E TCS,Westbound,E
485,1,1,FINCH AVE W/B E OF HIGHWAY 427 W TCS,Westbound,E
486,1,1,FINCH AVE E/B W OF ISLINGTON AVE,Eastbound,W
487,2,1,FINCH AVE W/B E OF ISLINGTON AVE,Westbound,E
488,1,1,FINCH AVE E/B W OF JANE ST,Eastbound,W
489,1,1,FINCH AVE W/B E OF JANE ST,Westbound,E
490,1,1,FINCH AVE E/B W OF JOHN GARLAND BVD,Eastbound,W
491,1,1,FINCH AVE E/B W OF KEELE ST,Eastbound,W
492,1,1,FINCH AVE W/B E OF KEELE ST,Westbound,E
493,2,1,FINCH AVE E/B W OF KIPLING AVE,Eastbound,W
494,1,1,FINCH AVE W/B E OF KIPLING AVE,Westbound,E
496,1,1,FINCH AVE E/B W OF MARTIN GROVE RD,Eastbound,W
497,1,1,FINCH AVE W/B E OF MARTIN GROVE RD,Westbound,E
498,1,1,FINCH AVE W/B E OF MILVAN DR,Westbound,E
499,1,1,FINCH AVE W/B E OF NORFINCH AVE,Westbound,E
500,1,1,FINCH AVE E/B W OF OAKDALE RD,Eastbound,W
501,1,1,FINCH AVE W/B E OF PEARLDALE AVE,Westbound,E
502,3,1,FINCH AVE E/B W OF PX 1091 -CNR SERVICE RD,Eastbound,W
503,3,1,FINCH AVE W/B E OF PX 1091 - CNR SERVICE RD,Westbound,E
504,1,1,FINCH AVE E/B W OF ROMFIELD LANE,Eastbound,W
505,1,1,FINCH AVE W/B E OF ROMFIELD LANE,Westbound,E
506,1,1,FINCH AVE E/B W OF RUMIKE RD,Eastbound,W
507,1,1,FINCH AVE E/B W OF SENLAC RD,Eastbound,W
508,1,1,FINCH AVE W/B E OF SENLAC RD,Westbound,E
509,3,1,FINCH AVE E/B W OF SENTINEL RD,Eastbound,W
510,1,1,FINCH AVE W/B E OF SENTINEL RD,Westbound,E
511,1,1,FINCH AVE W/B E OF SIGNET DR,Westbound,E
512,1,1,FINCH AVE W/B E OF SILVERSTONE DR,Westbound,E
513,1,1,FINCH AVE E/B W OF TALBOT RD,Eastbound,W
514,1,1,FINCH AVE W/B E OF TALBOT RD,Westbound,E
515,1,1,FINCH AVE E/B W OF TANGIERS RD,Eastbound,W
516,1,1,FINCH AVE W/B E OF TANGIERS RD,Westbound,E
517,1,1,FINCH AVE W/B E OF TOBERMORY DR,Westbound,E
518,1,1,FINCH AVE E/B W OF TOPCLIFF AVE,Eastbound,W
519,1,1,FINCH AVE W/B E OF TORRESDALE AVE,Westbound,E
520,1,1,FINCH AVE E/B W OF VIRGILWOOD DR,Eastbound,W
521,2,1,FINCH AVE W/B E OF VIRGILWOOD DR,Westbound,E
522,1,1,FINCH AVE E/B W OF WESTMORE DR,Eastbound,W
523,1,1,FINCH AVE W/B E OF WESTMORE DR,Westbound,E
524,2,1,FINCH AVE E/B W OF WESTON RD,Eastbound,W
525,1,1,FINCH AVE W/B E OF WESTON RD,Westbound,E
526,2,1,FINCH AVE E/B W OF WILMINGTON AVE,Eastbound,W
527,2,1,FINCH AVE W/B E OF WILMINGTON AVE,Westbound,E
528,1,1,FINCH AVE E/B W OF YONGE ST,Eastbound,W
529,1,1,FINCH AVE W/B E OF YORK GATE BLVD,Westbound,E
530,1,1,GLEN ECHO RD E/B W OF BOCASTLE AVE,Eastbound,W
531,1,1,GLEN ECHO RD W/B E OF BOCASTLE AVE,Westbound,E
534,1,1,HIGHWAY 2A E/B E OF HIGHWAY 401,Eastbound,W
535,1,1,HIGHWAY 2A W/B E OF HIGHWAY 401,Westbound,E
536,11,1,HIGHWAY 50 S/B N OF STEELES AVE,Southbound,N
537,1,1,ISLINGTON AVE N/B S OF ALBION RD,Northbound,S
538,1,1,ISLINGTON AVE S/B N OF ALBION RD,Southbound,N
539,1,1,ISLINGTON AVE N/B S OF BEAUMONDE HEIGHTS DR,Northbound,S
540,2,1,ISLINGTON AVE S/B N OF BEAUMONDE HEIGHTS DR,Southbound,N
541,3,1,ISLINGTON AVE N/B S OF BERGAMOT AVE,Northbound,S
542,1,1,ISLINGTON AVE S/B N OF BERGAMOT AVE,Southbound,N
543,1,1,ISLINGTON AVE N/B S OF BERING AVE,Northbound,S
544,1,1,ISLINGTON AVE S/B N OF BERING AVE,Southbound,N
545,1,1,ISLINGTON AVE N/B S OF BIRMINGHAM ST,Northbound,S
546,1,1,ISLINGTON AVE S/B N OF BIRMINGHAM ST,Southbound,N
547,2,1,ISLINGTON AVE N/B S OF BLOOR ST,Northbound,S
548,1,1,ISLINGTON AVE S/B N OF BLOOR ST,Southbound,N
549,1,1,ISLINGTON AVE N/B S OF DIXON RD,Northbound,S
550,1,1,ISLINGTON AVE S/B N OF DIXON RD,Southbound,N
551,1,1,ISLINGTON AVE N/B S OF DUNCANWOODS DR,Northbound,S
552,1,1,ISLINGTON AVE N/B S OF DUNDAS ST,Northbound,S
553,2,1,ISLINGTON AVE S/B N OF DUNDAS ST,Southbound,N
554,2,1,ISLINGTON AVE N/B S OF EGLINTON AVE,Northbound,S
555,1,1,ISLINGTON AVE S/B N OF EGLINTON AVE,Southbound,N
556,1,1,ISLINGTON AVE N/B S OF ELMHURST DR,Northbound,S
557,1,1,ISLINGTON AVE S/B N OF ELMHURST DR,Southbound,N
558,1,1,ISLINGTON AVE N/B S OF EVANS AVE,Northbound,S
559,1,1,ISLINGTON AVE S/B N OF EVANS AVE,Southbound,N
560,2,1,ISLINGTON AVE N/B S OF FINCH AVE,Northbound,S
561,2,1,ISLINGTON AVE S/B N OF FINCH AVE,Southbound,N
562,1,1,ISLINGTON AVE N/B S OF FORDWICH CRES,Northbound,S
563,2,1,ISLINGTON AVE S/B N OF FORDWICH CRES,Southbound,N
564,1,1,ISLINGTON AVE N/B S OF HIGHWAY 401 N TCS,Northbound,S
565,1,1,ISLINGTON AVE S/B N OF HIGHWAY 401 N TCS,Southbound,N
566,1,1,ISLINGTON AVE N/B S OF HIGHWAY 401 S TCS,Northbound,S
567,1,1,ISLINGTON AVE S/B N OF HIGHWAY 401 S TCS,Southbound,N
568,1,1,ISLINGTON AVE N/B S OF JUDSON ST,Northbound,S
569,1,1,ISLINGTON AVE S/B N OF JUDSON ST,Southbound,N
570,1,1,ISLINGTON AVE N/B S OF JUTLAND RD,Northbound,S
571,1,1,ISLINGTON AVE S/B N OF JUTLAND RD,Southbound,N
573,1,1,ISLINGTON AVE S/B N OF LAKE SHORE BLVD,Southbound,N
574,1,1,ISLINGTON AVE N/B S OF MILADY RD,Northbound,S
575,1,1,ISLINGTON AVE S/B N OF MILADY RD,Southbound,N
576,1,1,ISLINGTON AVE N/B S OF MILLWICK DR,Northbound,S
577,1,1,ISLINGTON AVE N/B S OF MONOGRAM PL,Northbound,S
578,1,1,ISLINGTON AVE S/B N OF MONOGRAM PL,Southbound,N
579,1,1,ISLINGTON AVE S/B N OF MUIR AVE,Southbound,N
580,1,1,ISLINGTON AVE N/B S OF NEW TORONTO ST,Northbound,S
581,1,1,ISLINGTON AVE S/B N OF NEW TORONTO ST,Southbound,N
582,1,1,ISLINGTON AVE N/B S OF NORSEMAN ST,Northbound,S
583,1,1,ISLINGTON AVE S/B N OF NORSEMAN ST,Southbound,N
584,1,1,ISLINGTON AVE N/B S OF POPLAR HEIGHTS DR,Northbound,S
585,2,1,ISLINGTON AVE S/B N OF PRINCESS MARGARET BLVD,Southbound,N
586,1,1,ISLINGTON AVE N/B S OF RATHBURN RD,Northbound,S
587,1,1,ISLINGTON AVE S/B N OF RATHBURN RD,Southbound,N
588,1,1,ISLINGTON AVE N/B N OF REXDALE BLVD,Northbound,N
589,1,1,ISLINGTON AVE S/B N OF ROWNTREE MILLS RD,Southbound,N
590,1,1,ISLINGTON AVE N/B S OF ST ANDREWS BLVD,Northbound,S
591,1,1,ISLINGTON AVE S/B N OF ST ANDREWS BLVD,Southbound,N
592,11,1,ISLINGTON AVE N/B N OF STEELES AVE,Northbound,N
593,1,1,ISLINGTON AVE N/B S OF STEELES AVE,Northbound,S
595,1,1,ISLINGTON AVE S/B S OF STEELES AVE,Southbound,S
596,1,1,ISLINGTON AVE N/B S OF SUMMITCREST DR,Northbound,S
597,1,1,ISLINGTON AVE S/B N OF SUMMITCREST DR,Southbound,N
598,1,1,ISLINGTON AVE N/B S OF THE KINGSWAY,Northbound,S
599,1,1,ISLINGTON AVE S/B N OF THE KINGSWAY,Southbound,N
600,2,1,ISLINGTON AVE N/B S OF THE QUEENSWAY,Northbound,S
601,2,1,ISLINGTON AVE S/B N OF THE QUEENSWAY,Southbound,N
602,2,1,ISLINGTON AVE S/B S OF THE QUEENSWAY,Southbound,S
603,1,1,ISLINGTON AVE N/B S OF THE WESTWAY,Northbound,S
604,1,1,ISLINGTON AVE S/B N OF THE WESTWAY,Southbound,N
605,1,1,JARVIS ST N/B S OF ADELAIDE ST,Northbound,S
606,1,1,JARVIS ST S/B N OF ADELAIDE ST,Southbound,N
607,1,1,JARVIS ST N/B S OF BLOOR ST,Northbound,S
609,1,1,JARVIS ST N/B S OF CARLTON ST,Northbound,S
610,2,1,JARVIS ST S/B N OF CARLTON ST,Southbound,N
611,1,1,JARVIS ST S/B N OF CHARLES ST,Southbound,N
612,2,1,JARVIS ST N/B S OF DUNDAS ST,Northbound,S
613,1,1,JARVIS ST S/B N OF DUNDAS ST,Southbound,N
614,1,1,JARVIS ST N/B S OF FRONT ST,Northbound,S
615,1,1,JARVIS ST S/B N OF FRONT ST,Southbound,N
616,1,1,JARVIS ST N/B S OF GERRARD ST,Northbound,S
617,2,1,JARVIS ST S/B N OF GERRARD ST,Southbound,N
618,1,1,JARVIS ST N/B S OF ISABELLA ST,Northbound,S
619,1,1,JARVIS ST S/B N OF ISABELLA ST,Southbound,N
620,1,1,JARVIS ST N/B S OF KING ST,Northbound,S
621,1,1,JARVIS ST S/B N OF KING ST,Southbound,N
622,1,1,JARVIS ST S/B N OF QUEENS QUAY,Southbound,N
623,1,1,JARVIS ST N/B S OF QUEEN ST,Northbound,S
624,1,1,JARVIS ST S/B N OF QUEEN ST,Southbound,N
625,1,1,JARVIS ST N/B S OF RICHMOND ST,Northbound,S
626,1,1,JARVIS ST S/B N OF RICHMOND ST,Southbound,N
627,1,1,JARVIS ST N/B S OF SHUTER ST,Northbound,S
628,2,1,JARVIS ST S/B N OF SHUTER ST,Southbound,N
629,1,1,JARVIS ST N/B S OF THE ESPLANADE,Northbound,S
630,1,1,JARVIS ST S/B N OF THE ESPLANADE,Southbound,N
631,1,1,JARVIS ST N/B S OF WELLESLEY ST,Northbound,S
632,1,1,JARVIS ST S/B N OF WELLESLEY ST,Southbound,N
633,1,1,JOHN ST S/B N OF FRONT ST,Southbound,N
634,2,1,JOHN ST N/B S OF KING ST,Northbound,S
635,1,1,JOHN ST S/B N OF KING ST,Southbound,N
636,2,1,JOHN ST N/B S OF QUEEN ST,Northbound,S
637,1,1,JOHN ST S/B N OF QUEEN ST,Southbound,N
638,2,1,KEELE ST N/B S OF ANNETTE ST,Northbound,S
639,1,1,KEELE ST S/B N OF ANNETTE ST,Southbound,N
640,1,1,KEELE ST N/B S OF BEECHBOROUGH AVE,Northbound,S
641,1,1,KEELE ST S/B N OF BEECHBOROUGH AVE,Southbound,N
642,2,1,KEELE ST S/B N OF BLOOR ST,Southbound,N
643,1,1,KEELE ST N/B S OF BROADOAKS DR,Northbound,S
644,1,1,KEELE ST S/B N OF BROADOAKS DR,Southbound,N
645,2,1,KEELE ST S/B N OF CALVINGTON DR,Southbound,N
646,1,1,KEELE ST N/B S OF CANARCTIC AVE,Northbound,S
647,1,1,KEELE ST N/B S OF CANON JACKSON DR,Northbound,S
648,1,1,KEELE ST S/B N OF CANON JACKSON DR,Southbound,N
649,1,1,KEELE ST N/B S OF DENSLEY DR,Northbound,S
650,2,1,KEELE ST N/B S OF DIANA DR,Northbound,S
651,1,1,KEELE ST S/B N OF DIANA DR,Southbound,N
652,1,1,KEELE ST N/B S OF DONALD AVE,Northbound,S
653,1,1,KEELE ST S/B N OF DONALD AVE,Southbound,N
654,1,1,KEELE ST N/B S OF DUNDAS ST,Northbound,S
655,1,1,KEELE ST S/B N OF DUNDAS ST,Southbound,N
656,2,1,KEELE ST N/B S OF EGLINTON AVE,Northbound,S
658,1,1,KEELE ST N/B S OF FINCH AVE,Northbound,S
659,1,1,KEELE ST S/B N OF FINCH AVE,Southbound,N
660,1,1,KEELE ST S/B N OF FLAMBOROUGH DR,Southbound,N
661,1,1,KEELE ST N/B S OF GLENLAKE AVE,Northbound,S
662,1,1,KEELE ST S/B N OF GLENLAKE AVE,Southbound,N
663,1,1,KEELE ST N/B S OF GRANDRAVINE DR,Northbound,S
664,2,1,KEELE ST S/B N OF GRANDRAVINE DR,Southbound,N
665,1,1,KEELE ST S/B N OF GULLIVER RD,Southbound,N
666,1,1,KEELE ST N/B S OF INGRAM DR,Northbound,S
667,1,1,KEELE ST N/B S OF JUNCTION RD,Northbound,S
668,1,1,KEELE ST S/B N OF JUNCTION RD,Southbound,N
669,2,1,KEELE ST N/B S OF KEELEGATE DR,Northbound,S
670,3,1,KEELE ST N/B S OF LAWRENCE AVE,Northbound,S
671,1,1,KEELE ST S/B N OF LAWRENCE AVE,Southbound,N
672,1,1,KEELE ST S/B N OF MAPLE LEAF DR,Southbound,N
673,2,1,KEELE ST N/B S OF MURRAY ROSS PKWY,Northbound,S
674,1,1,KEELE ST S/B N OF MURRAY ROSS PKWY,Southbound,N
675,2,1,KEELE ST N/B S OF PETRO CAN ENT,Northbound,S
676,2,1,KEELE ST S/B N OF PETRO CAN ENT,Southbound,N
677,1,1,KEELE ST S/B N OF ROGERS RD,Southbound,N
678,1,1,KEELE ST N/B S OF RUSTIC RD,Northbound,S
679,1,1,KEELE ST S/B N OF RUSTIC RD,Southbound,N
680,1,1,KEELE ST N/B S OF SHEPPARD AVE,Northbound,S
681,1,1,KEELE ST S/B N OF SHEPPARD AVE,Southbound,N
682,1,1,KEELE ST N/B S OF ST CLAIR AVE,Northbound,S
683,2,1,KEELE ST S/B N OF ST CLAIR AVE,Southbound,N
684,2,1,KEELE ST N/B S OF ST REGIS CRES,Northbound,S
685,1,1,KEELE ST S/B N OF ST REGIS CRES,Southbound,N
686,11,1,KEELE ST N/B N OF STEELES AVE,Northbound,N
687,1,1,KEELE ST N/B S OF STEELES AVE,Northbound,S
688,11,1,KEELE ST S/B N OF STEELES AVE,Southbound,N
689,1,1,KEELE ST S/B N OF THE CHIMNEYSTACK RD,Southbound,N
690,1,1,KEELE ST N/B S OF TILBURY DR,Northbound,S
691,1,1,KEELE ST S/B N OF TILBURY DR,Southbound,N
692,1,1,KEELE ST N/B S OF TORO RD,Northbound,S
693,1,1,KEELE ST S/B N OF TORO RD,Southbound,N
694,2,1,KEELE ST N/B S OF WHITBURN CRES,Northbound,S
695,1,1,KEELE ST S/B N OF WHITBURN CRES,Southbound,N
696,2,1,KEELE ST N/B S OF WILSON AVE,Northbound,S
697,1,1,KEELE ST S/B N OF WILSON AVE,Southbound,N
698,1,1,KEELE ST S/B N OF ST YORK BLVD,Southbound,N
699,1,1,KENNEDY RD N/B S OF CARDWELL AVE,Northbound,S
700,1,1,KENNEDY RD S/B N OF COLLINGWOOD ST,Southbound,N
702,1,1,KINGSTON RD E/B W OF BEECHGROVE DR,Eastbound,W
703,1,1,KINGSTON RD W/B E OF BEECHGROVE DR,Westbound,E
704,1,1,KINGSTON RD E/B W OF BIRCHCLIFF AVE,Eastbound,W
705,1,1,KINGSTON RD E/B W OF BIRCHMOUNT RD,Eastbound,W
706,2,1,KINGSTON RD E/B W OF CELESTE DR,Eastbound,W
707,1,1,KINGSTON RD W/B E OF CELESTE DR,Westbound,E
708,1,1,KINGSTON RD E/B W OF ELLESMERE RD,Eastbound,W
710,1,1,KINGSTON RD W/B E OF CHINE DR,Westbound,E
711,1,1,KINGSTON RD E/B W OF CLIFFSIDE DR,Eastbound,W
712,1,1,KINGSTON RD E/B W OF COURCELETTE RD,Eastbound,W
713,1,1,KINGSTON RD W/B E OF COURCELETTE RD,Westbound,E
714,1,1,KINGSTON RD W/B E OF CROMWELL RD,Westbound,E
718,1,1,KINGSTON RD E/B W OF FALLINGBROOK RD,Eastbound,W
719,1,1,KINGSTON RD W/B E OF FALLINGBROOK RD,Westbound,E
720,1,1,KINGSTON RD E/B W OF GALLOWAY RD,Eastbound,W
721,1,1,KINGSTON RD W/B E OF GALLOWAY RD,Westbound,E
722,1,1,KINGSTON RD E/B W OF GLEN EVEREST RD,Eastbound,W
723,1,1,KINGSTON RD E/B W OF GUILDWOOD PKWAY,Eastbound,W
724,1,1,KINGSTON RD E/B W OF HIGHLAND CREEK TCS,Eastbound,W
725,2,1,KINGSTON RD W/B E OF HIGHLAND CREEK TCS,Westbound,E
727,1,1,KINGSTON RD E/B W OF HIGHWAY 401 E/B OFF RAMP,Eastbound,W
728,1,1,LAWRENCE AVE E/B W OF KINGSTON RD,Eastbound,W
729,2,1,LAWRENCE AVE W/B E OF KINGSTON RD,Westbound,E
730,1,1,KINGSTON RD E/B W OF MANSE RD,Eastbound,W
731,1,1,KINGSTON RD W/B E OF MANSE RD,Westbound,E
732,2,1,OLD KINGSTON RD E/B W OF MILITARY TRL,Eastbound,W
733,1,1,KINGSTON RD W/B E OF MILITARY TRL,Westbound,E
734,1,1,KINGSTON RD E/B W OF MORNINGSIDE AVE,Eastbound,W
735,1,1,KINGSTON RD W/B E OF MORNINGSIDE AVE,Westbound,E
736,2,1,ELLESMERE RD E/B W OF MORRISH RD,Eastbound,W
737,1,1,ELLESMERE RD W/B E OF MORRISH RD,Westbound,E
738,1,1,KINGSTON RD E/B W OF OLD KINGSTON RD,Eastbound,W
739,1,1,KINGSTON RD W/B E OF OLD KINGSTON RD,Westbound,E
740,2,1,KINGSTON RD E/B W OF POPLAR RD,Eastbound,W
741,1,1,KINGSTON RD W/B E OF POPLAR RD,Westbound,E
742,1,1,KINGSTON RD E/B W OF PORT UNION RD,Eastbound,W
743,2,1,KINGSTON RD E/B W OF RIDGEMOOR AVE,Eastbound,W
744,1,1,KINGSTON RD E/B W OF RYLANDER BLVD,Eastbound,W
745,1,1,KINGSTON RD N/B S OF SCARBOROUGH GOLF CLUB RD,Northbound,E
746,1,1,KINGSTON RD S/B N OF SCARBOROUGH GOLF CLUB RD,Southbound,N
747,1,1,KINGSTON RD W/B E OF SHEPPARD AVE,Westbound,E
748,1,1,KINGSTON RD E/B E OF VICTORIA PARK AVE,Eastbound,E
749,1,1,KINGSTON RD W/B E OF VICTORIA PARK AVE,Westbound,E
750,1,1,KINGSTON RD E/B W OF MANDERLEY DR,Eastbound,W
751,1,1,KINGSTON RD E/B W OF WARDEN AVE,Eastbound,W
752,1,1,KINGSTON RD W/B E OF WARDEN AVE,Westbound,E
753,1,1,KIPLING AVE N/B S OF ALBION RD,Northbound,S
754,1,1,KIPLING AVE S/B N OF ALBION RD,Southbound,N
755,1,1,KIPLING AVE S/B N OF ANNABELLE DR,Southbound,N
756,2,1,KIPLING AVE N/B S OF BEACONHILL RD,Northbound,S
757,1,1,KIPLING AVE S/B N OF BEACONHILL RD,Southbound,N
758,1,1,KIPLING AVE S/B N OF BELFIELD RD,Southbound,N
759,1,1,KIPLING AVE N/B S OF BETHRIDGE RD,Northbound,S
760,1,1,KIPLING AVE S/B N OF BETHRIDGE RD,Southbound,N
761,1,1,KIPLING AVE S/B N OF BIRMINGHAM ST,Southbound,N
762,1,1,KIPLING AVE N/B S OF MERVYN AVE,Northbound,S
763,1,1,KIPLING AVE N/B S OF BLOOR ST,Northbound,S
764,1,1,KIPLING AVE S/B S OF MERVYN AVE,Southbound,S
765,1,1,KIPLING AVE N/B S OF BURNHAMTHORPE RD,Northbound,S
766,1,1,KIPLING AVE S/B N OF BURNHAMTHORPE RD,Southbound,N
767,1,1,KIPLING AVE S/B N OF CLEMENT RD,Southbound,N
768,1,1,KIPLING AVE N/B S OF DIXON RD,Northbound,S
769,1,1,KIPLING AVE S/B N OF DIXON RD,Southbound,N
770,2,1,KIPLING AVE N/B S OF EGLINTON AVE,Northbound,S
771,2,1,KIPLING AVE S/B N OF EGLINTON AVE,Southbound,N
772,1,1,KIPLING AVE N/B S OF EVANS AVE,Northbound,S
773,1,1,KIPLING AVE S/B N OF EVANS AVE,Southbound,N
774,1,1,KIPLING AVE N/B S OF FINCH AVE,Northbound,S
775,1,1,KIPLING AVE S/B N OF FINCH AVE,Southbound,N
776,1,1,KIPLING AVE N/B S OF GREENSBORO DR,Northbound,S
777,1,1,KIPLING AVE N/B S OF HORNER AVE,Northbound,S
778,1,1,KIPLING AVE S/B N OF HORNER AVE,Southbound,N
779,1,1,KIPLING AVE N/B S OF HIGHWAY 409 W/B,Northbound,S
780,1,1,KIPLING AVE N/B S OF JOHN GARLAND BLVD,Northbound,S
781,1,1,KIPLING AVE S/B N OF JOHN GARLAND BLVD,Southbound,N
782,1,1,KIPLING AVE N/B S OF KIDRON VALLEY DR,Northbound,S
783,2,1,KIPLING AVE S/B N OF KIDRON VALLEY DR,Southbound,N
784,1,1,KIPLING AVE N/B S OF KINGSVIEW BLVD,Northbound,S
785,1,1,KIPLING AVE S/B N OF KINGSVIEW BLVD,Southbound,N
786,2,1,KIPLING AVE N/B S OF BIRMINGHAM ST,Northbound,S
787,2,1,KIPLING AVE S/B N OF LAKE SHORE BLVD,Southbound,N
